,Country,Region,Happiness Rank,Happiness Score,Economy,Health,Freedom,Trust,Generosity,year
948,Canada,North America,14.0,7.103,1.447,0.798,2.478,0.75,2.059,2021.0
949,Ireland,Western Europe,15.0,7.085,1.644,0.753,2.364,0.73,2.116,2021.0
950,Costa Rica,Latin America and Caribbean,16.0,7.069,1.134,0.722,2.5410000000000004,0.892,1.7309999999999999,2021.0
951,United Kingdom,Western Europe,17.0,7.064,1.423,0.757,2.298,0.765,2.229,2021.0
952,Czechia,Central and Eastern Europe,18.0,6.965,1.37,0.703,2.296,0.914,1.8290000000000002,2021.0
953,United States,North America,19.0,6.951,1.533,0.621,2.2279999999999998,0.852,2.048,2021.0
954,Belgium,Western Europe,20.0,6.834,1.463,0.747,2.055,0.833,1.751,2021.0
955,France,Western Europe,21.0,6.69,1.421,0.804,2.1799999999999997,0.8059999999999999,1.876,2021.0
956,Bahrain,Middle East and North Africa,22.0,6.647,1.409,0.662,2.511,0.861,1.85,2021.0
957,Malta,Western Europe,23.0,6.602,1.411,0.747,2.5180000000000002,0.8360000000000001,2.1189999999999998,2021.0
958,Taiwan,East Asia,24.0,6.584,1.48,0.665,2.058,0.86,1.81,2021.0
959,United Arab Emirates,Middle East and North Africa,25.0,6.561,1.555,0.594,2.5340000000000003,0.8119999999999999,1.778,2021.0
960,Saudi Arabia,Middle East and North Africa,26.0,6.494,1.435,0.571,2.357,0.8470000000000001,1.706,2021.0
961,Spain,Western Europe,27.0,6.491,1.375,0.826,1.984,0.869,1.908,2021.0
962,Italy,Western Europe,28.0,6.483,1.393,0.798,1.765,0.913,1.736,2021.0
963,Slovenia,Central and Eastern Europe,29.0,6.461,1.36,0.722,2.588,0.891,1.94,2021.0
964,Guatemala,Latin America and Caribbean,30.0,6.435,0.845,0.519,2.45,0.88,1.565,2021.0
965,Uruguay,Latin America and Caribbean,31.0,6.431,1.164,0.649,2.417,0.813,1.875,2021.0
966,Singapore,Southeast Asia,32.0,6.377,1.695,0.897,2.5180000000000002,0.629,1.916,2021.0
967,Kosovo,Central and Eastern Europe,33.0,6.372,0.937,0.483,2.331,0.931,1.8849999999999998,2021.0
968,Slovakia,Central and Eastern Europe,34.0,6.331,1.304,0.653,2.0,0.929,1.8780000000000001,2021.0
969,Brazil,Latin America and Caribbean,35.0,6.33,1.028,0.571,2.122,0.873,1.755,2021.0
970,Mexico,Latin America and Caribbean,36.0,6.317,1.126,0.634,2.309,0.888,1.5139999999999998,2021.0
971,Jamaica,Latin America and Caribbean,37.0,6.309,0.891,0.599,2.398,0.919,1.6720000000000002,2021.0
972,Lithuania,Central and Eastern Europe,38.0,6.255,1.35,0.612,2.0220000000000002,0.8989999999999999,1.797,2021.0
973,Cyprus,Western Europe,39.0,6.223,1.377,0.801,1.99,0.905,1.552,2021.0
974,Estonia,Central and Eastern Europe,40.0,6.189,1.344,0.64,2.459,0.79,1.914,2021.0
975,Panama,Latin America and Caribbean,41.0,6.18,1.298,0.667,2.34,0.909,1.706,2021.0
976,Uzbekistan,Commonwealth of Independent States,42.0,6.179,0.769,0.528,2.6559999999999997,0.786,2.2560000000000002,2021.0
977,Chile,Latin America and Caribbean,43.0,6.172,1.2,0.678,1.922,0.8999999999999999,1.7839999999999998,2021.0
978,Poland,Central and Eastern Europe,44.0,6.166,1.309,0.668,2.24,0.865,1.7149999999999999,2021.0
979,Kazakhstan,Commonwealth of Independent States,45.0,6.152,1.23,0.527,2.279,0.865,1.986,2021.0
980,Romania,Central and Eastern Europe,46.0,6.14,1.275,0.595,2.254,0.939,1.4449999999999998,2021.0
981,Kuwait,Middle East and North Africa,47.0,6.106,1.461,0.58,2.325,0.866,1.596,2021.0
982,Serbia,Central and Eastern Europe,48.0,6.078,1.101,0.634,2.0380000000000003,0.901,1.799,2021.0
983,El Salvador,Latin America and Caribbean,49.0,6.061,0.845,0.565,2.391,0.848,1.327,2021.0
984,Mauritius,Sub-Saharan Africa,50.0,6.049,1.178,0.574,2.324,0.885,1.847,2021.0
985,Latvia,Central and Eastern Europe,51.0,6.032,1.285,0.587,1.835,0.889,1.8119999999999998,2021.0
986,Colombia,Latin America and Caribbean,52.0,6.012,1.021,0.615,2.2279999999999998,0.9039999999999999,1.5779999999999998,2021.0
987,Hungary,Central and Eastern Europe,53.0,5.992,1.301,0.615,1.964,0.916,1.8399999999999999,2021.0
988,Thailand,Southeast Asia,54.0,5.985,1.107,0.596,2.379,0.923,2.132,2021.0
989,Nicaragua,Latin America and Caribbean,55.0,5.972,0.693,0.604,2.225,0.8400000000000001,1.788,2021.0
990,Japan,East Asia,56.0,5.94,1.389,0.838,2.096,0.8300000000000001,1.575,2021.0
991,Argentina,Latin America and Caribbean,57.0,5.929,1.162,0.646,2.2,0.901,1.696,2021.0
992,Portugal,Western Europe,58.0,5.929,1.323,0.76,2.4050000000000002,0.92,1.5739999999999998,2021.0
993,Honduras,Latin America and Caribbean,59.0,5.919,0.703,0.593,2.292,0.892,1.6800000000000002,2021.0
994,Croatia,Central and Eastern Europe,60.0,5.882,1.251,0.703,1.961,0.939,1.845,2021.0
995,Philippines,Southeast Asia,61.0,5.88,0.853,0.426,2.4850000000000003,0.868,1.561,2021.0
996,South Korea,East Asia,62.0,5.845,1.403,0.801,1.697,0.862,1.4740000000000002,2021.0
997,Peru,Latin America and Caribbean,63.0,5.84,0.986,0.623,2.1799999999999997,0.922,1.511,2021.0
998,Bosnia and Herzegovina,Central and Eastern Europe,64.0,5.813,1.032,0.618,1.807,0.936,1.9020000000000001,2021.0
999,Moldova,Commonwealth of Independent States,65.0,5.766,0.985,0.542,2.1799999999999997,0.931,1.666,2021.0
1000,Ecuador,Latin America and Caribbean,66.0,5.764,0.935,0.64,2.2439999999999998,0.905,1.5030000000000001,2021.0
1001,Kyrgyzstan,Commonwealth of Independent States,67.0,5.744,0.665,0.501,2.543,0.928,1.983,2021.0
1002,Greece,Western Europe,68.0,5.723,1.273,0.76,1.407,0.8969999999999999,1.346,2021.0
1003,Bolivia,Latin America and Caribbean,69.0,5.716,0.842,0.486,2.35,0.903,1.5150000000000001,2021.0
1004,Mongolia,East Asia,70.0,5.677,0.966,0.442,1.813,0.909,2.116,2021.0
1005,Paraguay,Latin America and Caribbean,71.0,5.653,0.983,0.549,2.354,0.919,1.891,2021.0
1006,Montenegro,Central and Eastern Europe,72.0,5.581,1.155,0.637,1.813,0.893,1.7149999999999999,2021.0
1007,Dominican Republic,Latin America and Caribbean,73.0,5.545,1.106,0.555,2.301,0.858,1.599,2021.0
1008,Northern Cyprus,Western Europe,74.0,5.536,1.377,0.801,2.093,0.8260000000000001,1.638,2021.0
1009,Belarus,Commonwealth of Independent States,75.0,5.534,1.124,0.56,1.6260000000000001,0.8260000000000001,1.7369999999999999,2021.0
1010,Russia,Commonwealth of Independent States,76.0,5.477,1.241,0.511,1.845,0.905,1.784,2021.0
1011,Hong Kong S.A.R. of China,East Asia,77.0,5.477,1.525,0.893,1.8419999999999999,0.7450000000000001,1.744,2021.0
1012,Tajikistan,Commonwealth of Independent States,78.0,5.466,0.508,0.498,2.2119999999999997,0.8,1.6989999999999998,2021.0
1013,Vietnam,Southeast Asia,79.0,5.411,0.817,0.616,2.559,0.887,1.625,2021.0
1014,Libya,Middle East and North Africa,80.0,5.41,1.044,0.435,2.016,0.841,1.561,2021.0
1015,Malaysia,Southeast Asia,81.0,5.384,1.259,0.587,2.414,0.903,1.7389999999999999,2021.0
1016,Indonesia,Southeast Asia,82.0,5.345,0.954,0.433,2.344,0.913,2.1390000000000002,2021.0
1017,Congo (Brazzaville),Sub-Saharan Africa,83.0,5.342,0.518,0.307,1.771,0.869,0.9600000000000001,2021.0
1018,China,East Asia,84.0,5.339,1.061,0.665,2.444,0.872,1.4500000000000002,2021.0
1019,Ivory Coast,Sub-Saharan Africa,85.0,5.306,0.669,0.052,1.92,0.886,1.037,2021.0
1020,Armenia,Commonwealth of Independent States,86.0,5.283,0.996,0.585,2.19,0.827,1.389,2021.0
1021,Nepal,South Asia,87.0,5.269,0.519,0.496,2.052,0.862,1.6280000000000001,2021.0
1022,Bulgaria,Central and Eastern Europe,88.0,5.266,1.181,0.583,2.0700000000000003,0.937,1.8900000000000001,2021.0
1023,Maldives,South Asia,89.0,5.198,1.115,0.697,2.283,0.8979999999999999,1.952,2021.0
1024,Azerbaijan,Commonwealth of Independent States,90.0,5.171,1.025,0.541,2.154,0.782,1.454,2021.0
1025,Cameroon,Sub-Saharan Africa,91.0,5.142,0.543,0.159,1.887,0.906,1.292,2021.0
1026,Senegal,Sub-Saharan Africa,92.0,5.132,0.518,0.357,1.771,0.889,1.222,2021.0
1027,Albania,Central and Eastern Europe,93.0,5.117,1.008,0.646,2.061,0.925,1.196,2021.0
1028,North Macedonia,Central and Eastern Europe,94.0,5.101,1.068,0.535,1.952,0.927,1.6150000000000002,2021.0
1029,Ghana,Sub-Saharan Africa,95.0,5.088,0.68,0.287,2.1310000000000002,0.906,1.4449999999999998,2021.0
1030,Niger,Sub-Saharan Africa,96.0,5.074,0.162,0.167,2.128,0.85,1.061,2021.0
1031,Turkmenistan,Commonwealth of Independent States,97.0,5.066,1.046,0.439,2.356,0.921,2.428,2021.0
1032,Gambia,Sub-Saharan Africa,98.0,5.051,0.367,0.21,1.778,0.869,1.625,2021.0
1033,Benin,Sub-Saharan Africa,99.0,5.045,0.507,0.196,1.971,0.839,0.513,2021.0
1034,Laos,Southeast Asia,100.0,5.03,0.808,0.33,2.463,0.837,1.4489999999999998,2021.0
1035,Bangladesh,South Asia,101.0,5.025,0.635,0.514,2.357,0.8460000000000001,1.172,2021.0
1036,Guinea,Sub-Saharan Africa,102.0,4.984,0.42,0.206,1.778,0.877,1.133,2021.0
1037,South Africa,Sub-Saharan Africa,103.0,4.956,0.967,0.265,1.945,0.911,1.688,2021.0
1038,Turkey,Middle East and North Africa,104.0,4.948,1.26,0.59,1.388,0.88,1.492,2021.0
1039,Pakistan,South Asia,105.0,4.934,0.637,0.322,1.8699999999999999,0.884,1.172,2021.0
1040,Morocco,Middle East and North Africa,106.0,4.918,0.792,0.558,2.025,0.889,0.543,2021.0
1041,Venezuela,Latin America and Caribbean,107.0,4.892,0.852,0.574,1.514,0.8989999999999999,1.589,2021.0
1042,Georgia,Commonwealth of Independent States,108.0,4.891,1.03,0.498,2.0540000000000003,0.8360000000000001,0.903,2021.0
1043,Algeria,Middle East and North Africa,109.0,4.887,0.946,0.552,1.079,0.872,1.5,2021.0
1044,Ukraine,Commonwealth of Independent States,110.0,4.875,0.979,0.517,1.865,0.934,1.835,2021.0
1045,Iraq,Middle East and North Africa,111.0,4.854,0.91,0.381,1.562,0.916,1.331,2021.0
1046,Gabon,Sub-Saharan Africa,112.0,4.852,1.037,0.362,1.886,0.9039999999999999,1.283,2021.0
1047,Burkina Faso,Sub-Saharan Africa,113.0,4.834,0.364,0.179,1.771,0.87,1.135,2021.0
1048,Cambodia,Southeast Asia,114.0,4.83,0.603,0.426,2.62,0.9039999999999999,1.479,2021.0
1049,Mozambique,Sub-Saharan Africa,115.0,4.794,0.183,0.196,2.372,0.8470000000000001,1.439,2021.0
1050,Nigeria,Sub-Saharan Africa,116.0,4.759,0.663,0.051,1.907,0.917,1.4020000000000001,2021.0
1051,Mali,Sub-Saharan Africa,117.0,4.723,0.387,0.11,1.778,0.8989999999999999,1.278,2021.0
1052,Iran,Middle East and North Africa,118.0,4.721,1.03,0.561,1.491,0.858,1.4849999999999999,2021.0
1053,Uganda,Sub-Saharan Africa,119.0,4.636,0.364,0.24,1.8159999999999998,0.909,1.621,2021.0
1054,Liberia,Sub-Saharan Africa,120.0,4.625,0.228,0.253,1.9,0.907,1.35,2021.0
1055,Kenya,Sub-Saharan Africa,121.0,4.607,0.603,0.385,2.041,0.8979999999999999,1.4829999999999999,2021.0
1056,Tunisia,Middle East and North Africa,122.0,4.596,0.919,0.59,1.6460000000000001,0.914,1.005,2021.0
1057,Lebanon,Middle East and North Africa,123.0,4.584,1.045,0.595,1.225,0.924,1.643,2021.0
1058,Namibia,Sub-Saharan Africa,124.0,4.574,0.882,0.262,1.849,0.9059999999999999,1.47,2021.0
1059,Palestinian Territories,Middle East and North Africa,125.0,4.517,0.646,0.434,1.6360000000000001,0.8959999999999999,1.4819999999999998,2021.0
1060,Myanmar,Southeast Asia,126.0,4.426,0.666,0.341,2.3529999999999998,0.8380000000000001,2.001,2021.0
1061,Jordan,Middle East and North Africa,127.0,4.395,0.89,0.583,1.965,0.855,1.2850000000000001,2021.0
1062,Chad,Sub-Saharan Africa,128.0,4.355,0.255,0.0,1.398,0.891,1.013,2021.0
1063,Sri Lanka,South Asia,129.0,4.325,0.99,0.593,2.241,0.912,1.726,2021.0
1064,Kingdom of Eswatini ,Sub-Saharan Africa,130.0,4.308,0.849,0.074,1.617,0.855,1.278,2021.0
1065,Comoros,Sub-Saharan Africa,131.0,4.289,0.488,0.279,1.298,0.882,1.075,2021.0
1066,Egypt,Middle East and North Africa,132.0,4.283,0.954,0.426,1.944,0.887,1.215,2021.0
1067,Ethiopia,Sub-Saharan Africa,133.0,4.275,0.37,0.331,1.955,0.875,1.525,2021.0
1068,Mauritania,Sub-Saharan Africa,134.0,4.227,0.666,0.273,1.34,0.864,1.4380000000000002,2021.0
1069,Madagascar,Sub-Saharan Africa,135.0,4.208,0.266,0.341,1.3110000000000002,0.89,1.1840000000000002,2021.0
1070,Togo,Sub-Saharan Africa,136.0,4.107,0.254,0.203,1.527,0.879,0.84,2021.0
1071,Zambia,Sub-Saharan Africa,137.0,4.073,0.528,0.231,2.051,0.8969999999999999,1.321,2021.0
1072,Sierra Leone,Sub-Saharan Africa,138.0,3.849,0.279,0.1,1.8419999999999999,0.913,1.091,2021.0
1073,India,South Asia,139.0,3.819,0.741,0.383,2.408,0.88,1.008,2021.0
1074,Burundi,Sub-Saharan Africa,140.0,3.775,0.0,0.155,1.55,0.819,0.528,2021.0
1075,Yemen,Middle East and North Africa,141.0,3.658,0.329,0.272,1.472,0.889,1.516,2021.0
1076,Tanzania,Sub-Saharan Africa,142.0,3.623,0.433,0.3,2.215,0.8079999999999999,1.425,2021.0
1077,Haiti,Latin America and Caribbean,143.0,3.615,0.294,0.227,1.443,0.86,1.135,2021.0
1078,Malawi,Sub-Saharan Africa,144.0,3.6,0.113,0.298,2.044,0.863,0.7430000000000001,2021.0
1079,Lesotho,Sub-Saharan Africa,145.0,3.512,0.451,0.007,1.835,0.93,1.387,2021.0
1080,Botswana,Sub-Saharan Africa,146.0,3.467,1.099,0.34,2.187,0.889,1.262,2021.0
1081,Rwanda,Sub-Saharan Africa,147.0,3.415,0.364,0.407,2.4210000000000003,0.66,0.815,2021.0
1082,Zimbabwe,Sub-Saharan Africa,148.0,3.145,0.457,0.243,1.713,0.8959999999999999,1.3519999999999999,2021.0
1083,Afghanistan,South Asia,149.0,2.523,0.37,0.126,0.764,0.934,0.36100000000000004,2021.0
1084,Finland,Western Europe,1.0,7.821,1.892,0.775,0.736,0.534,1.258,2022.0
1085,Denmark,Western Europe,2.0,7.636,1.953,0.777,0.719,0.532,1.243,2022.0
1086,Iceland,Western Europe,3.0,7.557,1.936,0.803,0.718,0.191,1.32,2022.0
1087,Switzerland,Western Europe,4.0,7.512,2.026,0.822,0.677,0.461,1.226,2022.0
1088,Netherlands,Western Europe,5.0,7.415,1.945,0.787,0.651,0.419,1.206,2022.0
1089,Luxembourg,Western Europe,6.0,7.404,2.209,0.79,0.7,0.388,1.155,2022.0
1090,Sweden,Western Europe,7.0,7.384,1.92,0.803,0.724,0.512,1.204,2022.0
1091,Norway,Western Europe,8.0,7.365,1.997,0.786,0.728,0.474,1.239,2022.0
1092,Israel,Middle East and North Africa,9.0,7.364,1.826,0.818,0.568,0.143,1.221,2022.0
1093,New Zealand,Oceania,10.0,7.2,1.852,0.752,0.68,0.483,1.235,2022.0
1094,Austria,Western Europe,11.0,7.163,1.931,0.774,0.623,0.329,1.165,2022.0
1095,Australia,Oceania,12.0,7.162,1.9,0.772,0.676,0.341,1.203,2022.0
1096,Ireland,Western Europe,13.0,7.041,2.129,0.779,0.627,0.408,1.166,2022.0
1097,Germany,Western Europe,14.0,7.034,1.924,0.776,0.585,0.358,1.088,2022.0
1098,Canada,North America,15.0,7.025,1.886,0.783,0.659,0.368,1.188,2022.0
1099,United States,North America,16.0,6.977,1.982,0.628,0.574,0.177,1.182,2022.0
1100,United Kingdom,Western Europe,17.0,6.943,1.867,0.75,0.597,0.329,1.143,2022.0
1101,Czechia,Central and Eastern Europe,18.0,6.92,1.815,0.715,0.66,0.048,1.26,2022.0
1102,Belgium,Western Europe,19.0,6.805,1.907,0.764,0.492,0.204,1.106,2022.0
1103,France,Western Europe,20.0,6.687,1.863,0.808,0.567,0.266,1.219,2022.0
1104,Bahrain,Middle East and North Africa,21.0,6.647,1.854,0.625,0.693,0.155,1.029,2022.0
1105,Slovenia,Central and Eastern Europe,22.0,6.63,1.81,0.769,0.685,0.115,1.249,2022.0
1106,Costa Rica,Latin America and Caribbean,23.0,6.582,1.584,0.744,0.661,0.102,1.054,2022.0
1107,United Arab Emirates,Middle East and North Africa,24.0,6.576,1.998,0.633,0.702,0.25,0.98,2022.0
1108,Saudi Arabia,Middle East and North Africa,25.0,6.523,1.87,0.577,0.651,0.18,1.092,2022.0
1109,Taiwan,East Asia,26.0,6.512,1.897,0.733,0.542,0.168,1.095,2022.0
1110,Singapore,Southeast Asia,27.0,6.48,2.149,0.851,0.672,0.587,1.127,2022.0
1111,Romania,Central and Eastern Europe,28.0,6.477,1.719,0.655,0.605,0.006,1.006,2022.0
1112,Spain,Western Europe,29.0,6.476,1.808,0.808,0.505,0.149,1.211,2022.0
1113,Uruguay,Latin America and Caribbean,30.0,6.474,1.615,0.672,0.665,0.265,1.18,2022.0
1114,Italy,Western Europe,31.0,6.467,1.834,0.801,0.412,0.059,1.052,2022.0
1115,Kosovo,Central and Eastern Europe,32.0,6.455,1.362,0.569,0.599,0.035,0.949,2022.0
1116,Malta,Western Europe,33.0,6.447,1.838,0.789,0.679,0.166,1.169,2022.0
1117,Lithuania,Central and Eastern Europe,34.0,6.446,1.804,0.659,0.496,0.077,1.204,2022.0
1118,Slovakia,Central and Eastern Europe,35.0,6.391,1.736,0.707,0.479,0.025,1.232,2022.0
1119,Estonia,Central and Eastern Europe,36.0,6.341,1.793,0.728,0.689,0.333,1.232,2022.0
1120,Panama,Latin America and Caribbean,37.0,6.309,1.715,0.709,0.592,0.051,1.107,2022.0
1121,Brazil,Latin America and Caribbean,38.0,6.293,1.462,0.615,0.546,0.134,1.044,2022.0
1122,Guatemala,Latin America and Caribbean,39.0,6.262,1.274,0.522,0.662,0.115,0.831,2022.0
1123,Kazakhstan,Commonwealth of Independent States,40.0,6.234,1.668,0.611,0.584,0.157,1.22,2022.0
1124,Cyprus,Western Europe,41.0,6.221,1.815,0.819,0.448,0.062,0.909,2022.0
1125,Latvia,Central and Eastern Europe,42.0,6.18,1.732,0.637,0.502,0.09,1.221,2022.0
1126,Serbia,Central and Eastern Europe,43.0,6.178,1.55,0.658,0.546,0.088,1.086,2022.0
1127,Chile,Latin America and Caribbean,44.0,6.172,1.651,0.748,0.46,0.069,1.08,2022.0
1128,Nicaragua,Latin America and Caribbean,45.0,6.165,1.105,0.617,0.617,0.212,1.029,2022.0
1129,Mexico,Latin America and Caribbean,46.0,6.128,1.552,0.623,0.621,0.115,0.886,2022.0
1130,Croatia,Central and Eastern Europe,47.0,6.125,1.705,0.709,0.535,0.0,1.183,2022.0
1131,Poland,Central and Eastern Europe,48.0,6.123,1.758,0.712,0.523,0.14,1.174,2022.0
1132,El Salvador,Latin America and Caribbean,49.0,6.12,1.265,0.607,0.666,0.212,0.768,2022.0
1133,Kuwait,Middle East and North Africa,50.0,6.106,1.904,0.747,0.617,0.147,0.983,2022.0
1134,Hungary,Central and Eastern Europe,51.0,6.086,1.748,0.668,0.485,0.064,1.233,2022.0
1135,Mauritius,Sub-Saharan Africa,52.0,6.071,1.591,0.568,0.589,0.107,1.116,2022.0
1136,Uzbekistan,Commonwealth of Independent States,53.0,6.063,1.219,0.6,0.716,0.24,1.092,2022.0
1137,Japan,East Asia,54.0,6.039,1.835,0.866,0.537,0.218,1.089,2022.0
1138,Honduras,Latin America and Caribbean,55.0,6.022,1.111,0.555,0.582,0.076,0.885,2022.0
1139,Portugal,Western Europe,56.0,6.016,1.76,0.777,0.655,0.039,1.078,2022.0
1140,Argentina,Latin America and Caribbean,57.0,5.967,1.592,0.662,0.555,0.085,1.102,2022.0
1141,Greece,Western Europe,58.0,5.948,1.703,0.774,0.249,0.108,0.98,2022.0
1142,South Korea,East Asia,59.0,5.935,1.851,0.841,0.414,0.176,0.886,2022.0
1143,Philippines,Southeast Asia,60.0,5.904,1.268,0.514,0.678,0.142,0.912,2022.0
1144,Thailand,Southeast Asia,61.0,5.891,1.535,0.697,0.617,0.026,1.096,2022.0
1145,Moldova,Commonwealth of Independent States,62.0,5.857,1.417,0.597,0.561,0.028,1.008,2022.0
1146,Jamaica,Latin America and Caribbean,63.0,5.85,1.296,0.646,0.567,0.053,1.045,2022.0
1147,Kyrgyzstan,Commonwealth of Independent States,64.0,5.828,1.069,0.638,0.693,0.025,1.109,2022.0
1148,Belarus,Commonwealth of Independent States,65.0,5.821,1.562,0.629,0.342,0.282,1.157,2022.0
1149,Colombia,Latin America and Caribbean,66.0,5.781,1.452,0.72,0.545,0.077,0.929,2022.0
1150,Bosnia and Herzegovina,Central and Eastern Europe,67.0,5.768,1.468,0.665,0.448,0.006,1.068,2022.0
1151,Mongolia,East Asia,68.0,5.761,1.393,0.467,0.398,0.059,1.197,2022.0
1152,Dominican Republic,Latin America and Caribbean,69.0,5.737,1.538,0.577,0.606,0.179,1.003,2022.0
1153,Malaysia,Southeast Asia,70.0,5.711,1.689,0.62,0.654,0.126,0.938,2022.0
1154,Bolivia,Latin America and Caribbean,71.0,5.6,1.256,0.555,0.627,0.064,0.88,2022.0
1155,China,East Asia,72.0,5.585,1.508,0.705,0.656,0.142,0.958,2022.0
1156,Paraguay,Latin America and Caribbean,73.0,5.578,1.409,0.624,0.629,0.059,1.13,2022.0
1157,Peru,Latin America and Caribbean,74.0,5.559,1.397,0.735,0.545,0.037,0.865,2022.0
1158,Montenegro,Central and Eastern Europe,75.0,5.547,1.573,0.659,0.46,0.077,1.023,2022.0
1159,Ecuador,Latin America and Caribbean,76.0,5.533,1.352,0.708,0.565,0.083,0.879,2022.0
1160,Vietnam,Southeast Asia,77.0,5.485,1.252,0.611,0.707,0.105,0.932,2022.0
1161,Turkmenistan,Commonwealth of Independent States,78.0,5.474,1.484,0.516,0.649,0.032,1.319,2022.0
1162,Northern Cyprus,Western Europe,79.0,5.467,1.815,0.819,0.523,0.213,0.888,2022.0
1163,Russia,Commonwealth of Independent States,80.0,5.459,1.685,0.586,0.401,0.08,1.095,2022.0
1164,Hong Kong S.A.R. of China,East Asia,81.0,5.425,1.957,0.942,0.4,0.383,0.954,2022.0
1165,Armenia,Commonwealth of Independent States,82.0,5.399,1.434,0.668,0.558,0.21,0.82,2022.0
1166,Tajikistan,Commonwealth of Independent States,83.0,5.377,0.966,0.518,0.572,0.304,1.005,2022.0
1167,Nepal,South Asia,84.0,5.377,0.984,0.499,0.519,0.13,0.784,2022.0
1168,Bulgaria,Central and Eastern Europe,85.0,5.371,1.625,0.64,0.563,0.021,1.163,2022.0
1169,Libya,Middle East and North Africa,86.0,5.33,1.476,0.606,0.477,0.179,0.943,2022.0
1170,Indonesia,Southeast Asia,87.0,5.24,1.382,0.539,0.62,0.047,0.883,2022.0
1171,Ivory Coast,Sub-Saharan Africa,88.0,5.235,1.094,0.322,0.451,0.124,0.442,2022.0
1172,North Macedonia,Central and Eastern Europe,89.0,5.199,1.505,0.637,0.488,0.031,0.863,2022.0
1173,Albania,Central and Eastern Europe,90.0,5.199,1.439,0.719,0.511,0.028,0.646,2022.0
1174,South Africa,Sub-Saharan Africa,91.0,5.194,1.425,0.361,0.442,0.046,1.088,2022.0
1175,Azerbaijan,Commonwealth of Independent States,92.0,5.173,1.458,0.56,0.601,0.341,1.093,2022.0
1176,Gambia,Sub-Saharan Africa,93.0,5.164,0.785,0.369,0.367,0.103,0.621,2022.0
1177,Bangladesh,South Asia,94.0,5.155,1.06,0.581,0.622,0.187,0.614,2022.0
1178,Laos,Southeast Asia,95.0,5.14,1.239,0.479,0.679,0.184,0.654,2022.0
1179,Algeria,Middle East and North Africa,96.0,5.122,1.363,0.643,0.146,0.15,0.97,2022.0
1180,Liberia,Sub-Saharan Africa,97.0,5.122,0.636,0.309,0.405,0.08,0.67,2022.0
1181,Ukraine,Commonwealth of Independent States,98.0,5.084,1.411,0.583,0.473,0.017,1.081,2022.0
1182,Congo (Brazzaville),Sub-Saharan Africa,99.0,5.075,0.95,0.355,0.431,0.146,0.405,2022.0
1183,Morocco,Middle East and North Africa,100.0,5.06,1.208,0.565,0.492,0.102,0.268,2022.0
1184,Mozambique,Sub-Saharan Africa,101.0,5.048,0.578,0.191,0.593,0.2,0.66,2022.0
1185,Cameroon,Sub-Saharan Africa,102.0,5.048,0.968,0.317,0.397,0.074,0.672,2022.0
1186,Senegal,Sub-Saharan Africa,103.0,5.046,0.933,0.447,0.494,0.081,0.53,2022.0
1187,Niger,Sub-Saharan Africa,104.0,5.003,0.57,0.326,0.571,0.145,0.56,2022.0
1188,Georgia,Commonwealth of Independent States,105.0,4.973,1.467,0.595,0.508,0.208,0.612,2022.0
1189,Gabon,Sub-Saharan Africa,106.0,4.958,1.459,0.396,0.343,0.099,0.738,2022.0
1190,Iraq,Middle East and North Africa,107.0,4.941,1.289,0.554,0.328,0.046,0.682,2022.0
1191,Venezuela,Latin America and Caribbean,108.0,4.925,0.0,0.578,0.283,0.082,0.968,2022.0
1192,Guinea,Sub-Saharan Africa,109.0,4.891,0.848,0.275,0.334,0.116,0.566,2022.0
1193,Iran,Middle East and North Africa,110.0,4.888,1.41,0.642,0.281,0.146,0.741,2022.0
1194,Ghana,Sub-Saharan Africa,111.0,4.872,1.112,0.409,0.5,0.056,0.595,2022.0
1195,Turkey,Middle East and North Africa,112.0,4.744,1.707,0.702,0.209,0.115,0.865,2022.0
1196,Burkina Faso,Sub-Saharan Africa,113.0,4.67,0.779,0.32,0.382,0.126,0.565,2022.0
1197,Cambodia,Southeast Asia,114.0,4.64,1.019,0.505,0.74,0.068,0.732,2022.0
1198,Benin,Sub-Saharan Africa,115.0,4.623,0.932,0.335,0.479,0.23,0.064,2022.0
1199,Comoros,Sub-Saharan Africa,116.0,4.609,0.899,0.424,0.185,0.125,0.476,2022.0
1200,Uganda,Sub-Saharan Africa,117.0,4.603,0.777,0.418,0.402,0.066,0.875,2022.0
1201,Nigeria,Sub-Saharan Africa,118.0,4.552,1.079,0.3,0.444,0.038,0.732,2022.0
1202,Kenya,Sub-Saharan Africa,119.0,4.543,1.032,0.401,0.44,0.082,0.605,2022.0
1203,Tunisia,Middle East and North Africa,120.0,4.516,1.35,0.656,0.316,0.029,0.596,2022.0
1204,Pakistan,South Asia,121.0,4.516,1.049,0.374,0.448,0.112,0.413,2022.0
1205,Palestinian Territories,Middle East and North Africa,122.0,4.483,1.148,0.521,0.336,0.079,0.957,2022.0
1206,Mali,Sub-Saharan Africa,123.0,4.479,0.792,0.311,0.35,0.042,0.483,2022.0
1207,Namibia,Sub-Saharan Africa,124.0,4.459,1.292,0.354,0.384,0.071,0.877,2022.0
1208,Kingdom of Eswatini ,Sub-Saharan Africa,125.0,4.396,1.274,0.197,0.259,0.154,0.786,2022.0
1209,Myanmar,Southeast Asia,126.0,4.394,1.038,0.491,0.513,0.194,0.829,2022.0
